No. Beds,No. Baths,Area,Type_n,Region_n,Sub-region_n,Price
3.0,2.0,1047.0,0,6,406,5000000
3.0,3.0,4025.0,0,11,52,68425000
2.0,2.0,890.0,0,52,105,4000000
3.0,4.0,1230.0,0,17,256,18287500
3.0,3.0,1350.0,0,40,284,8000000
3.0,3.0,1230.0,0,12,209,5000000
2.0,2.0,750.0,0,60,96,3200000
3.0,2.0,1075.0,0,44,290,8500000
3.0,3.0,1060.0,0,40,163,4200000
2.0,2.0,850.0,0,6,49,3500000
3.0,3.0,1441.0,0,43,73,6000000
2.0,2.0,780.0,0,6,406,3510000
4.0,3.0,1910.0,0,43,73,9500000
3.0,2.0,1295.0,0,2,422,6500000
3.0,3.0,1480.0,0,3,432,7104000
2.0,2.0,900.0,0,13,19,6100000
2.0,2.0,950.0,0,66,351,7000000
3.0,3.0,1230.0,0,44,16,9225000
3.0,4.0,1750.0,0,66,350,10000000
3.0,3.0,1720.0,0,0,31,12900000
3.0,3.0,2340.0,3,60,452,6500520
3.0,3.0,1350.0,0,40,450,8125000
3.0,3.0,1250.0,0,15,440,7500000
2.0,2.0,675.0,0,43,427,2500000
3.0,3.0,1100.0,0,13,113,6500000
3.0,3.0,1310.0,0,20,152,8908000
3.0,2.0,1050.0,0,15,440,6300000
2.0,2.0,750.0,0,60,96,3300000
4.0,5.0,2510.0,0,11,49,22000000
3.0,2.0,960.0,0,10,100,6172000
3.0,2.0,1100.0,0,3,221,5800000
3.0,2.0,1050.0,0,3,221,5040000
20.0,10.0,6480.0,0,35,22,40000000
2.0,2.0,725.0,0,13,261,2700000
3.0,3.0,1560.0,0,40,341,9200000
3.0,2.0,1285.0,0,40,278,6500000
4.0,4.0,3600.0,0,18,131,65000000
3.0,3.0,1441.0,0,43,126,5764000
3.0,3.0,1250.0,0,13,19,4300000
3.0,3.0,1320.0,0,44,293,10000000
2.0,2.0,1000.0,0,36,53,7000000
3.0,4.0,2000.0,0,66,372,21000000
3.0,3.0,1240.0,0,0,77,5580000
3.0,3.0,1425.0,0,2,438,8000000
3.0,2.0,1000.0,0,12,213,3700000
3.0,2.0,1230.0,0,40,11,4500000
3.0,2.0,1050.0,0,66,352,6000000
3.0,3.0,1515.0,0,12,213,7500000
3.0,2.0,960.0,0,46,108,8000000
3.0,3.0,1222.0,0,40,163,6354000
3.0,3.0,1250.0,0,11,58,9000000
3.0,3.0,1225.0,0,67,137,4000000
2.0,2.0,850.0,0,63,170,4285000
2.0,2.0,800.0,0,6,406,3600000
2.0,1.0,500.0,0,7,10,2000000
3.0,3.0,1100.0,0,64,90,3800000
3.0,2.0,1050.0,0,15,440,6300000
2.0,2.0,875.0,0,43,73,3700000
3.0,3.0,1150.0,0,40,224,5700000
3.0,3.0,2160.0,3,51,364,15000000
4.0,4.0,1470.0,0,37,423,11000000
3.0,3.0,1507.0,0,66,350,10000000
2.0,2.0,720.0,0,43,392,4450000
3.0,2.0,1098.0,0,43,126,4000000
3.0,2.0,1100.0,0,14,215,5000000
4.0,4.0,2300.0,0,20,152,20150000
3.0,2.0,1150.0,0,40,224,5600000
2.0,2.0,900.0,0,20,297,4050000
3.0,2.0,940.0,0,13,446,3500000
3.0,3.0,1175.0,0,3,221,4700000
3.0,3.0,1150.0,0,37,281,7200000
3.0,4.0,1482.0,0,66,350,8500000
3.0,3.0,1270.0,0,9,320,12200000
4.0,4.0,2200.0,0,40,226,21000000
2.0,2.0,1100.0,0,14,215,5000000
2.0,2.0,850.0,0,13,119,3315000
3.0,3.0,1241.0,0,6,55,7325500
3.0,3.0,1550.0,0,26,159,13950000
3.0,3.0,1241.0,0,6,55,7507000
3.0,2.0,1050.0,0,60,96,4300000
3.0,3.0,1550.0,0,66,350,7200000
3.0,4.0,1730.0,0,11,54,11500000
3.0,3.0,1212.0,0,44,293,7878000
3.0,3.0,1350.0,0,6,406,7900000
3.0,3.0,1536.0,0,1,54,11252000
3.0,3.0,1286.0,0,3,432,5787000
3.0,3.0,1260.0,0,61,426,8820000
3.0,3.0,1200.0,0,61,426,8400000
3.0,3.0,1370.0,0,6,52,6765000
3.0,3.0,1388.0,0,15,440,10826400
3.0,2.0,1050.0,0,31,125,4300000
3.0,2.0,1005.0,0,3,432,5728500
3.0,3.0,1251.0,0,20,297,6880500
3.0,3.0,1390.0,0,22,95,6500000
2.0,1.0,500.0,0,7,135,1500000
2.0,2.0,798.0,0,40,278,3800000
3.0,3.0,2440.0,0,11,48,15500000
2.0,2.0,975.0,0,40,444,4500000
3.0,3.0,1430.0,0,53,8,5400000
3.0,2.0,1120.0,0,3,434,5100000
2.0,2.0,900.0,0,20,297,4050000
3.0,3.0,1798.0,0,36,48,20677000
3.0,3.0,1393.0,0,3,432,7800000
3.0,3.0,1741.0,0,63,112,20021500
3.0,3.0,1450.0,0,12,433,6525000
3.0,2.0,1798.0,0,11,55,14524400
3.0,4.0,1665.0,0,47,49,13500000
3.0,3.0,1200.0,0,3,432,6050000
3.0,3.0,2184.0,3,66,355,27000000
2.0,2.0,825.0,0,43,65,3300000
3.0,3.0,3052.0,3,53,20,5200000
3.0,3.0,1300.0,0,40,341,11000000
3.0,2.0,1080.0,0,31,217,4500000
3.0,3.0,1385.0,0,15,440,7617500
3.0,2.0,1160.0,0,10,155,5104000
2.0,2.0,930.0,0,3,405,4000000
3.0,3.0,1150.0,0,12,29,6500000
3.0,3.0,1100.0,0,43,73,4400000
3.0,3.0,1480.0,0,0,211,9800000
3.0,2.0,1200.0,0,44,167,8000000
3.0,3.0,1390.0,0,63,238,13900000
3.0,3.0,1405.0,0,0,31,7850000
3.0,2.0,850.0,0,40,343,3600000
3.0,3.0,1200.0,0,40,284,7000000
3.0,4.0,1842.0,0,66,352,16500000
3.0,2.0,940.0,0,13,446,3500000
3.0,3.0,1350.0,0,43,335,9450000
3.0,3.0,3100.0,0,15,304,51680000
4.0,3.0,2351.0,0,66,350,17562300
2.0,2.0,900.0,0,20,297,5000000
3.0,3.0,2184.0,3,51,374,17500000
3.0,3.0,1500.0,0,3,405,11500000
3.0,2.0,1160.0,0,40,348,6500000
3.0,3.0,1600.0,0,66,374,13600000
3.0,3.0,1420.0,0,61,246,7500000
2.0,2.0,650.0,0,40,85,3500000
2.0,2.0,900.0,0,45,208,5000000
3.0,2.0,750.0,0,35,177,5200000
3.0,4.0,1260.0,0,11,57,10500000
3.0,3.0,1400.0,0,43,419,11200000
3.0,3.0,1200.0,0,59,313,7200000
2.0,2.0,875.0,0,40,340,4000000
18.0,10.0,9000.0,1,11,55,55000000
3.0,3.0,1325.0,0,10,100,5950000
2.0,2.0,950.0,0,40,450,4500000
4.0,4.0,2300.0,0,63,142,23500000
3.0,2.0,1160.0,0,40,348,6500000
3.0,2.0,1100.0,0,60,96,3300000
3.0,3.0,1500.0,0,3,405,8000000
3.0,3.0,1350.0,0,38,204,9500000
3.0,2.0,950.0,0,40,450,4500000
5.0,4.0,2600.0,0,1,49,16120000
2.0,2.0,760.0,0,40,341,3800000
3.0,2.0,1150.0,0,53,91,3220000
3.0,3.0,900.0,0,13,19,6100000
2.0,2.0,1215.0,0,66,369,6500000
2.0,2.0,620.0,0,15,151,4000000
3.0,2.0,1100.0,0,35,32,8000000
2.0,2.0,825.0,0,43,65,3300000
3.0,3.0,1380.0,0,40,278,9700000
3.0,3.0,1581.0,0,11,54,14412800
3.0,3.0,1200.0,0,3,432,4200000
3.0,3.0,1400.0,0,0,31,8000000
3.0,3.0,1365.0,0,56,283,11000000
2.0,2.0,900.0,0,55,271,5650000
3.0,3.0,1250.0,0,20,152,7000000
3.0,3.0,1500.0,0,38,386,7500000
3.0,2.0,1100.0,0,40,223,4950000
2.0,2.0,920.0,0,0,211,5000000
2.0,2.0,975.0,0,17,255,8000000
3.0,3.0,1400.0,0,40,450,8400000
3.0,3.0,2700.0,0,18,130,35000000
3.0,3.0,1250.0,0,40,163,6250000
3.0,2.0,1170.0,0,13,19,4300000
3.0,3.0,1148.0,0,59,123,9454400
3.0,3.0,1450.0,0,11,50,12000000
3.0,3.0,1369.0,0,40,346,11178200
3.0,3.0,1240.0,0,11,50,8500000
3.0,3.0,1500.0,0,40,224,7000000
3.0,3.0,1300.0,0,63,238,10500000
3.0,3.0,1300.0,0,27,179,7150000
3.0,3.0,1050.0,0,40,85,4800000
3.0,3.0,1300.0,0,66,350,7500000
2.0,2.0,620.0,0,35,134,3400000
2.0,2.0,778.0,0,7,34,5990600
3.0,3.0,1400.0,0,52,449,7700000
3.0,3.0,1100.0,0,12,213,4950000
3.0,2.0,1530.0,0,29,114,13000000
3.0,4.0,1750.0,0,66,350,13125000
2.0,2.0,1000.0,0,43,259,4700000
3.0,3.0,1275.0,0,13,19,6630000
3.0,3.0,1798.0,0,36,48,20677000
3.0,3.0,950.0,0,38,203,4750000
3.0,3.0,1350.0,0,40,341,7900000
2.0,2.0,616.0,0,43,392,3300000
3.0,3.0,1520.0,0,0,260,9880000
3.0,3.0,1350.0,0,0,31,8300000
3.0,2.0,1220.0,0,40,450,5000000
3.0,3.0,1700.0,0,50,286,11900000
2.0,2.0,730.0,0,7,157,4500000
4.0,4.0,2100.0,0,66,350,15750000
3.0,3.0,1150.0,0,22,95,4700000
2.0,1.0,425.0,0,45,207,2000000
3.0,2.0,1100.0,0,40,223,4950000
3.0,3.0,1250.0,0,9,323,11000000
3.0,3.0,1450.0,0,40,450,8675000
3.0,3.0,2250.0,0,4,301,37000000
2.0,2.0,1050.0,0,1,52,6650999
3.0,3.0,2184.0,3,13,92,6000000
2.0,2.0,750.0,0,30,21,3600000
3.0,2.0,1120.0,0,7,34,8624000
3.0,3.0,1253.0,0,3,432,7300000
3.0,3.0,1530.0,0,15,440,10700000
3.0,2.0,1150.0,0,40,278,4500000
2.0,2.0,830.0,0,53,35,2739000
2.0,2.0,820.0,0,43,171,4510000
3.0,2.0,1000.0,0,2,422,4300000
2.0,2.0,1060.0,0,65,196,3500000
3.0,3.0,1639.0,0,36,48,18848500
2.0,2.0,875.0,0,43,73,3700000
3.0,3.0,1150.0,0,2,438,7000000
3.0,3.0,1400.0,0,40,343,9600000
3.0,3.0,1380.0,0,13,19,8280000
3.0,3.0,1172.0,0,20,394,5860000
3.0,5.0,2278.0,0,11,53,15000000
4.0,4.0,1450.0,0,21,265,6500000
2.0,2.0,700.0,0,36,52,5950000
3.0,3.0,1350.0,0,43,392,8020000
4.0,3.0,1650.0,0,43,73,7000000
3.0,3.0,1041.0,0,3,432,4800000
3.0,2.0,950.0,0,10,100,6115000
3.0,3.0,1440.0,3,14,185,5000000
3.0,3.0,2177.0,0,37,66,16077800
3.0,2.0,960.0,0,43,65,3456000
2.0,2.0,790.0,0,60,96,3400000
3.0,3.0,1303.0,0,10,100,5863500
3.0,3.0,1200.0,0,20,403,6000000
4.0,4.0,1500.0,0,13,19,9200000
3.0,3.0,1275.0,0,40,347,6500000
2.0,2.0,910.0,0,31,75,6500000
3.0,3.0,1744.0,0,43,17,18200000
3.0,2.0,1030.0,0,3,221,5150000
3.0,3.0,1150.0,0,12,29,6500000
3.0,2.0,900.0,0,61,195,5600000
3.0,3.0,1350.0,0,40,277,9475000
3.0,4.0,1643.0,0,11,50,11501000
3.0,2.0,1080.0,0,43,73,3800000
3.0,2.0,1050.0,0,53,35,3675000
3.0,3.0,1350.0,0,66,350,9345000
3.0,3.0,1400.0,0,6,51,7000000
3.0,3.0,1100.0,0,20,403,5500000
3.0,3.0,1300.0,0,1,50,9000000
3.0,3.0,1400.0,0,66,350,10000000
2.0,1.0,400.0,0,35,247,1400000
3.0,3.0,1359.0,0,44,290,15000000
3.0,3.0,1100.0,0,60,441,4000000
2.0,2.0,850.0,0,53,35,2975000
3.0,2.0,1100.0,0,40,223,4950000
2.0,1.0,425.0,0,45,207,2000000
2.0,2.0,730.0,0,13,261,2700000
3.0,3.0,1230.0,0,20,297,7500000
3.0,3.0,2184.0,3,6,56,26000000
3.0,2.0,1090.0,0,3,432,4360000
3.0,3.0,3640.0,3,51,350,32000000
3.0,2.0,1025.0,0,1,49,6800000
3.0,3.0,1390.0,0,40,85,7665000
3.0,3.0,1500.0,0,15,440,9450000
3.0,2.0,975.0,0,40,284,4887500
3.0,3.0,1250.0,0,31,75,11200000
3.0,4.0,1635.0,0,15,127,15000000
3.0,3.0,1425.0,0,2,438,8000000
2.0,1.0,600.0,0,44,110,4500000
3.0,3.0,1275.0,0,1,50,8500000
3.0,3.0,1350.0,0,25,410,6500000
3.0,2.0,1000.0,0,43,259,5600000
3.0,3.0,1300.0,0,1,50,9000000
3.0,3.0,1350.0,0,66,350,9345000
3.0,4.0,1450.0,0,11,48,10000000
4.0,4.0,2150.0,0,66,353,19350000
4.0,4.0,2860.0,0,47,52,32800000
3.0,3.0,1463.0,0,40,284,7000000
3.0,2.0,950.0,0,6,406,4200000
3.0,3.0,1350.0,0,40,277,9475000
3.0,2.0,940.0,0,3,146,4200000
3.0,2.0,1050.0,0,40,341,5000000
3.0,2.0,925.0,0,66,352,6500000
3.0,3.0,1214.0,0,3,272,6800000
3.0,3.0,1155.0,0,60,180,4620000
3.0,2.0,1160.0,0,40,348,6500000
3.0,3.0,1253.0,0,3,432,6265000
3.0,3.0,1200.0,0,43,65,5850000
3.0,3.0,1250.0,0,43,87,5800000
3.0,3.0,1450.0,0,20,297,8700000
2.0,2.0,900.0,0,38,204,5400000
3.0,3.0,1305.0,0,10,100,5870000
3.0,3.0,1265.0,0,40,103,6825000
2.0,2.0,1303.0,0,10,100,5863500
3.0,2.0,850.0,0,40,163,3400000
3.0,2.0,1050.0,0,40,101,5500000
3.0,2.0,900.0,0,13,261,4000000
3.0,3.0,1200.0,0,3,432,6050000
3.0,3.0,1200.0,0,17,256,9000000
2.0,2.0,950.0,0,40,450,4500000
3.0,3.0,1385.0,0,13,19,8810000
2.0,2.0,714.0,0,40,103,2500000
3.0,3.0,1200.0,0,30,411,4800000
3.0,3.0,728.0,3,28,144,9500000
4.0,4.0,1300.0,0,43,455,6000000
3.0,3.0,1465.0,0,66,372,13500000
3.0,3.0,3640.0,3,66,356,44000000
3.0,3.0,1390.0,0,40,85,7665000
3.0,3.0,1050.0,0,40,85,4800000
3.0,3.0,1385.0,0,13,19,8810000
3.0,3.0,1700.0,0,66,352,12000000
3.0,2.0,1175.0,0,52,449,5287500
3.0,2.0,900.0,0,33,153,4050000
3.0,3.0,1100.0,0,20,403,5500000
3.0,2.0,925.0,0,40,284,3500000
2.0,3.0,1000.0,0,66,351,9000000
3.0,3.0,1206.0,0,40,11,5500000
3.0,2.0,1020.0,0,3,405,5200000
3.0,2.0,1260.0,0,22,122,8400000
3.0,3.0,1450.0,0,20,297,8700000
2.0,2.0,750.0,0,56,388,5500000
2.0,2.0,630.0,0,40,331,3000000
2.0,1.0,425.0,0,45,207,2000000
3.0,2.0,1110.0,0,10,292,3885000
3.0,3.0,1300.0,0,40,278,7900000
3.0,3.0,1244.0,0,31,422,7500000
3.0,3.0,1194.0,0,20,394,5970000
3.0,3.0,2912.0,3,53,20,8000000
3.0,3.0,3640.0,3,66,356,40000000
4.0,4.0,2461.0,0,66,370,45000000
3.0,2.0,1098.0,0,43,126,4000000
3.0,2.0,1050.0,0,15,440,6300000
3.0,3.0,1270.0,0,15,394,8320000
5.0,3.0,1700.0,0,22,95,8000000
3.0,3.0,3640.0,3,51,350,32500000
3.0,3.0,1150.0,0,43,393,7500000
3.0,3.0,1110.0,0,40,284,6200000
3.0,3.0,1200.0,0,30,411,6000000
3.0,4.0,1500.0,0,11,48,10000000
3.0,2.0,930.0,0,15,151,6045000
3.0,4.0,2000.0,0,11,50,16000000
3.0,2.0,1000.0,0,46,108,5500000
3.0,2.0,1220.0,0,31,125,5000000
2.0,2.0,1028.0,0,0,148,7200000
3.0,2.0,950.0,0,40,450,4500000
3.0,3.0,1300.0,0,40,224,7000000
3.0,3.0,1550.0,0,11,55,12400000
3.0,3.0,1350.0,0,40,450,8125000
3.0,3.0,2170.0,0,66,350,17500000
2.0,2.0,1100.0,0,6,406,4620000
3.0,3.0,1635.0,0,11,52,13080000
3.0,3.0,4368.0,3,53,20,6000000
3.0,3.0,2146.0,0,18,130,30000000
3.0,3.0,1110.0,0,15,330,7000000
2.0,2.0,940.0,0,11,54,6500000
3.0,3.0,1300.0,0,40,444,6100000
3.0,3.0,1160.0,0,40,340,6880000
3.0,3.0,1160.0,0,15,394,7660000
3.0,3.0,1220.0,0,53,401,4500000
3.0,4.0,2500.0,0,15,310,35000000
3.0,3.0,1639.0,0,36,48,18848500
3.0,2.0,950.0,0,40,450,4500000
3.0,3.0,1500.0,0,15,440,9450000
3.0,3.0,1508.0,0,11,56,11300000
3.0,4.0,1554.0,0,40,278,10000000
2.0,2.0,700.0,0,33,453,3500000
3.0,2.0,1075.0,0,59,86,6000000
3.0,3.0,3640.0,3,51,353,37000000
3.0,3.0,4368.0,3,64,46,38000000
2.0,3.0,1100.0,0,3,221,5500000
3.0,2.0,1004.0,0,1,54,6000000
4.0,4.0,2100.0,0,66,350,13000000
3.0,2.0,900.0,0,33,153,4050000
2.0,2.0,626.0,0,40,343,3200000
3.0,3.0,1350.0,0,21,265,5400000
2.0,2.0,1050.0,0,20,116,5775000
3.0,4.0,2235.0,0,15,327,24000000
2.0,2.0,855.0,0,40,341,4275000
3.0,3.0,1480.0,0,40,346,8880000
3.0,3.0,1310.0,0,20,152,8908000
2.0,2.0,700.0,0,20,421,3150000
3.0,2.0,1048.0,0,13,113,4600000
3.0,3.0,1500.0,0,66,350,8500000
3.0,3.0,1400.0,0,11,50,11000000
3.0,3.0,1393.0,0,3,432,7800000
3.0,3.0,1150.0,0,32,6,5000000
3.0,3.0,1798.0,0,36,48,20677000
3.0,2.0,1000.0,0,52,449,5800000
3.0,3.0,1650.0,0,3,187,7590000
3.0,3.0,1150.0,0,40,224,5700000
3.0,2.0,1050.0,0,30,411,4500000
3.0,3.0,1050.0,0,12,213,4200000
3.0,3.0,1720.0,0,40,343,11200000
3.0,4.0,2130.0,0,11,54,15600000
3.0,2.0,1285.0,0,40,278,6500000
3.0,3.0,1220.0,0,53,401,4500000
2.0,2.0,950.0,0,40,450,4500000
3.0,3.0,1336.0,0,63,170,8300000
3.0,3.0,1405.0,0,52,105,7600000
4.0,5.0,2400.0,0,4,313,25000000
2.0,2.0,1000.0,0,53,36,4200000
3.0,3.0,1250.0,0,12,209,6250000
2.0,2.0,830.0,0,40,340,3800000
3.0,3.0,1250.0,0,40,163,6250000
3.0,3.0,1250.0,0,13,4,6000000
3.0,3.0,2000.0,0,11,56,13000000
3.0,3.0,1350.0,0,40,341,10000000
3.0,3.0,1290.0,0,40,450,7795000
3.0,4.0,1635.0,0,36,49,18000000
3.0,3.0,1653.0,0,52,105,7438500
3.0,3.0,1125.0,0,66,350,7000000
3.0,2.0,1220.0,0,40,450,5000000
3.0,3.0,1450.0,0,20,297,8700000
3.0,3.0,1450.0,0,13,119,6090000
3.0,2.0,1150.0,0,40,11,4830000
3.0,3.0,1266.0,0,40,278,7500000
4.0,4.0,2250.0,0,66,369,26000000
4.0,4.0,3680.0,0,18,131,65000000
3.0,3.0,1240.0,0,40,340,7320000
3.0,4.0,1750.0,0,0,31,11200000
3.0,2.0,1260.0,0,2,339,6300000
3.0,4.0,1500.0,0,66,372,15500000
3.0,2.0,1050.0,0,60,96,3800000
3.0,3.0,1160.0,0,15,394,7660000
3.0,3.0,1270.0,0,15,394,8320000
3.0,3.0,1243.0,0,43,73,5300000
2.0,1.0,500.0,0,7,34,1300000
2.0,2.0,850.0,0,43,37,5100000
3.0,3.0,1050.0,0,40,163,4200000
3.0,3.0,1175.0,0,63,425,6550000
3.0,4.0,1554.0,0,40,278,10000000
2.0,2.0,950.0,0,40,450,4500000
3.0,3.0,6840.0,3,53,136,16500000
2.0,2.0,850.0,0,63,170,4285000
3.0,3.0,1400.0,0,12,433,8000000
4.0,4.0,2166.0,0,6,52,12622800
3.0,3.0,1985.0,0,66,372,23500000
3.0,3.0,1450.0,0,40,163,7800000
3.0,3.0,1467.0,0,0,211,8700000
3.0,2.0,1200.0,0,6,53,6200000
2.0,2.0,900.0,0,20,297,4050000
3.0,4.0,1465.0,0,66,372,15500000
4.0,4.0,1550.0,0,37,251,9700000
2.0,2.0,900.0,0,66,352,4700000
3.0,2.0,1100.0,0,60,96,3300000
3.0,3.0,1300.0,0,40,224,7000000
3.0,3.0,1150.0,0,40,223,4500000
2.0,2.0,980.0,0,2,189,4704000
3.0,4.0,1600.0,0,66,370,12500000
3.0,3.0,1300.0,0,0,211,7150000
2.0,2.0,950.0,0,40,331,5500000
3.0,3.0,1340.0,0,40,277,9410000
3.0,3.0,1400.0,0,61,172,8400000
3.0,3.0,1160.0,0,15,394,7660000
2.0,2.0,750.0,0,40,101,3000000
2.0,2.0,785.0,0,43,231,3800000
3.0,3.0,1922.0,0,18,131,29000000
3.0,3.0,1400.0,0,43,419,10400000
3.0,3.0,1050.0,0,40,85,4800000
3.0,3.0,3640.0,3,51,359,46000000
3.0,2.0,1300.0,0,40,340,6500000
3.0,2.0,1050.0,0,43,276,6600000
3.0,3.0,1380.0,0,1,50,7400000
2.0,2.0,900.0,0,55,271,5650000
3.0,3.0,1250.0,0,15,69,9500000
3.0,2.0,950.0,0,43,73,3800000
3.0,4.0,1350.0,0,38,204,8100000
3.0,3.0,1618.0,0,12,214,9500000
3.0,3.0,1650.0,0,66,350,8600000
3.0,3.0,1597.0,0,6,55,9383500
4.0,3.0,1369.0,0,11,55,13000000
2.0,2.0,632.0,0,44,110,4424000
2.0,2.0,825.0,0,43,295,5500000
3.0,2.0,950.0,0,40,450,4500000
3.0,4.0,1715.0,0,11,50,12006000
4.0,4.0,1850.0,0,6,53,11200000
3.0,3.0,1335.0,0,59,298,10000000
3.0,3.0,1400.0,0,61,172,8400000
3.0,3.0,1425.0,0,40,343,8637500
3.0,3.0,1390.0,0,40,85,7665000
3.0,2.0,950.0,0,60,96,3300000
2.0,2.0,950.0,0,40,450,4500000
3.0,3.0,1800.0,0,20,152,10000000
3.0,3.0,1265.0,0,43,65,5900000
3.0,3.0,2186.0,0,8,58,18000000
3.0,3.0,1550.0,0,40,103,11000000
3.0,3.0,1260.0,0,3,432,4158000
3.0,3.0,1275.0,0,13,19,7612500
3.0,2.0,1250.0,0,38,206,8200000
3.0,4.0,1770.0,0,66,354,17000000
3.0,3.0,1241.0,0,6,55,7325500
3.0,3.0,2929.0,0,15,304,58978200
3.0,3.0,1600.0,0,66,369,14500000
3.0,3.0,1200.0,0,61,426,8400000
3.0,3.0,1500.0,0,11,54,11000000
3.0,3.0,1300.0,0,1,49,8060000
4.0,4.0,2400.0,0,50,286,17500000
3.0,2.0,1300.0,0,6,53,7650000
2.0,2.0,990.0,0,66,352,6300000
3.0,3.0,1450.0,0,66,351,9425000
3.0,3.0,1220.0,0,40,342,7000000
3.0,3.0,1640.0,0,26,190,16052000
4.0,6.0,2800.0,0,7,10,50000000
3.0,3.0,1553.0,0,40,345,10000005
3.0,3.0,1200.0,0,3,432,6050000
3.0,3.0,1500.0,0,66,352,9600000
4.0,4.0,2400.0,0,11,48,19500000
4.0,4.0,1900.0,0,6,406,9700000
2.0,2.0,800.0,0,43,73,3200000
2.0,2.0,800.0,0,66,352,4500000
2.0,2.0,840.0,0,35,25,3800000
3.0,3.0,1213.0,0,40,163,6300000
3.0,3.0,1123.0,0,0,148,8761000
3.0,3.0,1700.0,0,13,408,6500000
3.0,2.0,1000.0,0,3,432,3100000
3.0,3.0,1160.0,0,38,445,7000000
4.0,4.0,3480.0,0,66,350,24000000
3.0,3.0,1400.0,0,15,394,8120000
2.0,2.0,1170.0,0,58,396,8190000
3.0,3.0,1400.0,0,20,418,7000000
4.0,4.0,2800.0,0,42,312,50000000
2.0,2.0,800.0,0,37,251,5000000
3.0,2.0,1200.0,0,11,48,8500000
3.0,3.0,1480.0,0,40,346,9000000
3.0,3.0,1300.0,0,0,31,8190000
3.0,2.0,1229.0,0,20,152,8234300
2.0,2.0,750.0,0,60,96,3200000
3.0,3.0,1260.0,0,3,432,4158000
3.0,3.0,2000.0,0,11,52,19500000
3.0,3.0,1350.0,0,43,392,6200000
3.0,4.0,2058.0,0,66,369,19639400
3.0,4.0,1325.0,0,11,48,11500000
3.0,3.0,1450.0,0,66,351,9425000
3.0,2.0,1160.0,0,3,434,4700000
2.0,2.0,950.0,0,40,450,4500000
2.0,2.0,720.0,0,12,209,3000000
2.0,2.0,1000.0,0,52,105,5600000
3.0,3.0,1420.0,0,11,54,9500000
3.0,3.0,1200.0,0,3,432,6050000
3.0,4.0,2285.0,0,66,369,24035500
3.0,3.0,1254.0,0,3,434,5500000
3.0,2.0,1075.0,0,22,185,3655000
3.0,2.0,925.0,0,29,127,7800000
3.0,3.0,1250.0,0,41,338,9200000
4.0,4.0,1578.0,0,0,31,8900000
3.0,3.0,1350.0,0,40,346,6075000
3.0,2.0,1050.0,0,22,95,5775000
2.0,2.0,755.0,0,53,35,2491500
4.0,4.0,4200.0,0,18,130,75000000
3.0,4.0,1900.0,0,11,55,13500000
3.0,3.0,1400.0,0,6,51,7000000
3.0,2.0,1020.0,0,3,405,5200000
3.0,3.0,1490.0,0,0,211,9100000
2.0,2.0,1200.0,0,59,86,8500000
3.0,2.0,1150.0,0,40,341,6325000
3.0,3.0,1943.0,0,66,350,14583900
3.0,3.0,2700.0,0,18,131,35000000
2.0,2.0,875.0,0,43,73,3700000
3.0,3.0,1200.0,0,15,394,7900000
4.0,5.0,2700.0,0,11,52,23500000
3.0,3.0,1500.0,0,11,50,10500000
3.0,3.0,1220.0,0,53,401,4500000
2.0,2.0,850.0,0,43,37,5100000
3.0,2.0,1313.0,0,60,156,4000000
3.0,2.0,950.0,0,26,127,6800000
3.0,3.0,2520.0,3,1,61,21700000
3.0,3.0,1420.0,0,43,182,12500000
3.0,4.0,1220.0,0,11,57,12375000
3.0,3.0,1250.0,0,40,163,6250000
3.0,3.0,1566.0,0,43,73,5781000
3.0,3.0,1400.0,0,1,54,7000000
3.0,2.0,1251.0,0,43,73,5600000
3.0,3.0,1640.0,0,29,114,12000000
3.0,3.0,1250.0,0,3,181,5400000
3.0,3.0,1100.0,0,43,73,4400000
3.0,3.0,1200.0,0,40,101,5000000
2.0,2.0,800.0,0,20,297,5000000
3.0,3.0,1250.0,0,15,440,7500000
3.0,3.0,1100.0,0,13,19,5720000
3.0,3.0,2170.0,0,66,350,17500000
3.0,3.0,1600.0,0,66,352,8000000
3.0,3.0,1420.0,0,66,353,12000000
3.0,3.0,1150.0,0,43,231,7100000
2.0,2.0,850.0,0,3,80,3825000
3.0,3.0,1800.0,0,8,402,26000000
4.0,3.0,2234.0,0,36,53,25500000
3.0,3.0,900.0,0,13,19,5550000
3.0,4.0,2130.0,0,4,320,35000000
3.0,3.0,1200.0,0,47,52,10800000
3.0,3.0,1200.0,0,22,89,11025000
3.0,3.0,1392.0,0,15,321,10000000
3.0,3.0,1350.0,0,40,341,7900000
3.0,2.0,1200.0,0,10,292,4560000
3.0,3.0,1800.0,3,40,376,15000000
2.0,3.0,1150.0,0,1,48,6800000
3.0,3.0,1080.0,0,20,403,5400000
3.0,3.0,1500.0,0,11,53,12000000
3.0,3.0,1220.0,0,40,450,4800000
3.0,3.0,1300.0,0,40,11,6500000
2.0,2.0,900.0,0,13,19,4680000
3.0,2.0,943.0,0,43,259,4965000
3.0,2.0,1200.0,0,59,320,5000000
15.0,6.0,5000.0,1,35,143,45000000
3.0,3.0,1250.0,0,13,113,6200000
1.0,1.0,450.0,0,35,247,1400000
3.0,3.0,1456.0,3,53,35,7500000
3.0,4.0,1560.0,0,13,113,7200000
3.0,3.0,1300.0,0,43,126,5200000
3.0,3.0,1364.0,0,3,432,7774800
